Date,Name of State / UT,Latitude,Longitude,Total Confirmed cases,Death,Cured/Discharged/Migrated,New cases,New deaths,New recovered,Size
26-04-2020,Delhi,28.7041,77.1025,2625,54,869,111,0,12,1484
27-04-2020,Delhi,28.7041,77.1025,2918,54,877,293,0,8,1484
28-04-2020,Delhi,28.7041,77.1025,3108,54,877,190,0,0,1484
29-04-2020,Delhi,28.7041,77.1025,3314,54,1078,206,0,201,1484
30-04-2020,Delhi,28.7041,77.1025,3439,56,1092,125,0,14,1484
01-05-2020,Delhi,28.7041,77.1025,3515,59,1094,76,0,2,1484
02-05-2020,Delhi,28.7041,77.1025,3738,61,1167,223,0,73,1484
03-05-2020,Delhi,28.7041,77.1025,4122,64,1256,384,0,89,1484
04-05-2020,Delhi,28.7041,77.1025,4549,64,1362,427,0,106,1484
05-05-2020,Delhi,28.7041,77.1025,4898,64,1431,349,0,69,1484
06-05-2020,Delhi,28.7041,77.1025,5104,64,1468,206,0,37,1484
07-05-2020,Delhi,28.7041,77.1025,5532,65,1542,428,0,74,1484
08-05-2020,Delhi,28.7041,77.1025,5980,66,1931,448,0,389,1484
09-05-2020,Delhi,28.7041,77.1025,6318,68,2020,338,0,89,1484
10-05-2020,Delhi,28.7041,77.1025,6542,73,2020,224,0,0,1484
11-05-2020,Delhi,28.7041,77.1025,6923,73,2069,381,0,49,1484
12-05-2020,Delhi,28.7041,77.1025,7233,73,2129,310,0,60,1484
13-05-2020,Delhi,28.7041,77.1025,7639,86,2512,406,0,383,1484
14-05-2020,Delhi,28.7041,77.1025,7998,106,2858,359,0,346,1484
15-05-2020,Delhi,28.7041,77.1025,8470,115,3045,472,0,187,1484
16-05-2020,Delhi,28.7041,77.1025,8895,123,3518,425,0,473,1484
17-05-2020,Delhi,28.7041,77.1025,9333,129,3926,438,0,408,1484
18-05-2020,Delhi,28.7041,77.1025,10054,160,4485,721,0,559,1484
19-05-2020,Delhi,28.7041,77.1025,10054,168,4485,0,0,0,1484
20-05-2020,Delhi,28.7041,77.1025,10554,168,4750,500,0,265,1484
21-05-2020,Delhi,28.7041,77.1025,11088,176,5192,534,0,442,1484
22-05-2020,Delhi,28.7041,77.1025,11659,194,5567,571,0,375,1484
23-05-2020,Delhi,28.7041,77.1025,12319,208,5897,660,0,330,1484
24-05-2020,Delhi,28.7041,77.1025,12910,231,6267,591,0,370,1484
25-05-2020,Delhi,28.7041,77.1025,13418,261,6540,508,0,273,1484
26-05-2020,Delhi,28.7041,77.1025,14053,276,6771,635,0,231,1484
27-05-2020,Delhi,28.7041,77.1025,14465,288,7223,412,0,452,1484
28-05-2020,Delhi,28.7041,77.1025,15257,303,7264,792,0,41,1484
29-05-2020,Delhi,28.7041,77.1025,16281,316,7495,1024,0,231,1484
30-05-2020,Delhi,28.7041,77.1025,17386,398,7846,1105,0,351,1484
31-05-2020,Delhi,28.7041,77.1025,18549,416,8075,1163,0,229,1484
01-06-2020,Delhi,28.7041,77.1025,19844,473,8478,1295,0,403,1484
02-06-2020,Delhi,28.7041,77.1025,20834,523,8746,990,0,268,1484
03-06-2020,Delhi,28.7041,77.1025,22132,556,9243,1298,0,497,1484
04-06-2020,Delhi,28.7041,77.1025,23645,606,9542,1513,0,299,1484
05-06-2020,Delhi,28.7041,77.1025,25004,650,9898,1359,0,356,1484
06-06-2020,Delhi,28.7041,77.1025,26334,708,10315,1330,0,417,1484
07-06-2020,Delhi,28.7041,77.1025,27654,761,10664,1320,0,349,1484
08-06-2020,Delhi,28.7041,77.1025,28936,812,10999,1282,0,335,1484
09-06-2020,Delhi,28.7041,77.1025,29943,874,11357,1007,0,358,1484
10-06-2020,Delhi,28.7041,77.1025,31309,905,11861,1366,0,504,1484
11-06-2020,Delhi,28.7041,77.1025,32810,984,12245,1501,0,384,1484
12-06-2020,Delhi,28.7041,77.1025,34687,1085,12731,1877,0,486,1484
13-06-2020,Delhi,28.7041,77.1025,36824,1214,13398,2137,0,667,1484
14-06-2020,Delhi,28.7041,77.1025,38958,1271,14945,2134,0,1547,1484
15-06-2020,Delhi,28.7041,77.1025,41182,1327,15823,2224,0,878,1484
16-06-2020,Delhi,28.7041,77.1025,42829,1400,16427,1647,0,604,1484
17-06-2020,Delhi,28.7041,77.1025,44688,1837,16500,1859,0,73,1484
18-06-2020,Delhi,28.7041,77.1025,47102,1904,17457,2414,0,957,1484
19-06-2020,Delhi,28.7041,77.1025,49979,1969,21341,2877,0,3884,1484
20-06-2020,Delhi,28.7041,77.1025,53116,2035,23569,3137,0,2228,1484
21-06-2020,Delhi,28.7041,77.1025,56746,2112,31294,3630,0,7725,1484
22-06-2020,Delhi,28.7041,77.1025,59746,2175,33013,3000,0,1719,1484
23-06-2020,Delhi,28.7041,77.1025,62655,2233,36602,2909,0,3589,1484
24-06-2020,Delhi,28.7041,77.1025,66602,2301,39313,3947,0,2711,1484
25-06-2020,Delhi,28.7041,77.1025,70390,2365,41437,3788,0,2124,1484
27-06-2020,Delhi,28.7041,77.1025,77240,2492,47091,6850,0,5654,1484
28-06-2020,Delhi,28.7041,77.1025,80188,2558,49301,2948,0,2210,1484
29-06-2020,Delhi,28.7041,77.1025,83077,2623,52607,2889,0,3306,1484
30-06-2020,Delhi,28.7041,77.1025,85161,2680,56235,2084,0,3628,1484
02-07-2020,Delhi,28.7041,77.1025,89802,2803,59992,4641,0,3757,1484
03-07-2020,Delhi,28.7041,77.1025,92175,2864,63007,2373,0,3015,1484
05-07-2020,Delhi,28.7041,77.1025,97200,3004,68256,5025,0,5249,1484
07-07-2020,Delhi,28.7041,77.1025,100823,3115,72088,3623,0,3832,1484
08-07-2020,Delhi,28.7041,77.1025,102831,3165,74217,2008,0,2129,1484
09-07-2020,Delhi,28.7041,77.1025,104864,3213,78199,2033,0,3982,1484
10-07-2020,Delhi,28.7041,77.1025,107051,3258,82226,2187,0,4027,1484
11-07-2020,Delhi,28.7041,77.1025,109140,3300,84694,2089,0,2468,1484
12-07-2020,Delhi,28.7041,77.1025,110921,3334,87692,1781,0,2998,1484
13-07-2020,Delhi,28.7041,77.1025,112494,3371,89968,1573,0,2276,1484
14-07-2020,Delhi,28.7041,77.1025,113740,3411,91312,1246,0,1344,1484
15-07-2020,Delhi,28.7041,77.1025,115346,3446,93236,1606,0,1924,1484
16-07-2020,Delhi,28.7041,77.1025,116993,3487,95699,1647,0,2463,1484
17-07-2020,Delhi,28.7041,77.1025,116993,3487,95699,0,0,0,1484
18-07-2020,Delhi,28.7041,77.1025,120107,3571,99301,3114,0,3602,1484
19-07-2020,Delhi,28.7041,77.1025,121582,3597,101274,1475,0,1973,1484
20-07-2020,Delhi,28.7041,77.1025,122793,3628,103134,1211,0,1860,1484
21-07-2020,Delhi,28.7041,77.1025,123747,3663,104918,954,0,1784,1484
22-07-2020,Delhi,28.7041,77.1025,125096,3690,106118,1349,0,1200,1484
23-07-2020,Delhi,28.7041,77.1025,126323,3719,107650,1227,0,1532,1484
24-07-2020,Delhi,28.7041,77.1025,127364,3745,109065,1041,0,1415,1484
25-07-2020,Delhi,28.7041,77.1025,128389,3777,110931,1025,0,1866,1484
26-07-2020,Delhi,28.7041,77.1025,129531,3806,113068,1142,0,2137,1484
27-07-2020,Delhi,28.7041,77.1025,130606,3827,114875,1075,0,1807,1484
28-07-2020,Delhi,28.7041,77.1025,131219,3853,116372,613,0,1497,1484
29-07-2020,Delhi,28.7041,77.1025,132275,3881,117507,1056,0,1135,1484
30-07-2020,Delhi,28.7041,77.1025,133310,3907,118633,1035,0,1126,1484
31-07-2020,Delhi,28.7041,77.1025,134403,3936,119724,1093,0,1091,1484
01-08-2020,Delhi,28.7041,77.1025,135598,3963,120930,1195,0,1206,1484
02-08-2020,Delhi,28.7041,77.1025,136716,3989,122131,1118,0,1201,1484
03-08-2020,Delhi,28.7041,77.1025,137677,4004,123317,961,0,1186,1484
04-08-2020,Delhi,28.7041,77.1025,138482,4021,124254,805,0,937,1484
05-08-2020,Delhi,28.7041,77.1025,139156,4033,125226,674,0,972,1484
06-08-2020,Delhi,28.7041,77.1025,140232,4044,126116,1076,0,890,1484
26-03-2020,Goa,15.2993,74.124,3,0,0,0,0,0,3702
27-03-2020,Goa,15.2993,74.124,3,0,0,0,0,0,3702
28-03-2020,Goa,15.2993,74.124,3,0,0,0,0,0,3702
29-03-2020,Goa,15.2993,74.124,3,0,0,0,0,0,3702
30-03-2020,Goa,15.2993,74.124,5,0,0,2,0,0,3702
31-03-2020,Goa,15.2993,74.124,5,0,0,0,0,0,3702
01-04-2020,Goa,15.2993,74.124,5,0,0,0,0,0,3702
02-04-2020,Goa,15.2993,74.124,5,0,0,0,0,0,3702
03-04-2020,Goa,15.2993,74.124,6,0,0,1,0,0,3702
04-04-2020,Goa,15.2993,74.124,6,0,0,0,0,0,3702
05-04-2020,Goa,15.2993,74.124,7,0,0,1,0,0,3702
06-04-2020,Goa,15.2993,74.124,7,0,0,0,0,0,3702
07-04-2020,Goa,15.2993,74.124,7,0,0,0,0,0,3702
08-04-2020,Goa,15.2993,74.124,7,0,0,0,0,0,3702
09-04-2020,Goa,15.2993,74.124,7,0,0,0,0,0,3702
10-04-2020,Goa,15.2993,74.124,7,0,0,0,0,0,3702
11-04-2020,Goa,15.2993,74.124,7,0,1,0,0,1,3702
12-04-2020,Goa,15.2993,74.124,7,0,5,0,0,4,3702
13-04-2020,Goa,15.2993,74.124,7,0,5,0,0,0,3702
14-04-2020,Goa,15.2993,74.124,7,0,5,0,0,0,3702
15-04-2020,Goa,15.2993,74.124,7,0,5,0,0,0,3702
16-04-2020,Goa,15.2993,74.124,7,0,5,0,0,0,3702
17-04-2020,Goa,15.2993,74.124,7,0,6,0,0,1,3702
18-04-2020,Goa,15.2993,74.124,7,0,6,0,0,0,3702
19-04-2020,Goa,15.2993,74.124,7,0,6,0,0,0,3702
20-04-2020,Goa,15.2993,74.124,7,0,7,0,0,1,3702
21-04-2020,Goa,15.2993,74.124,7,0,7,0,0,0,3702
22-04-2020,Goa,15.2993,74.124,7,0,7,0,0,0,3702
23-04-2020,Goa,15.2993,74.124,7,0,7,0,0,0,3702
24-04-2020,Goa,15.2993,74.124,7,0,7,0,0,0,3702
25-04-2020,Goa,15.2993,74.124,7,0,7,0,0,0,3702
26-04-2020,Goa,15.2993,74.124,7,0,7,0,0,0,3702
27-04-2020,Goa,15.2993,74.124,7,0,7,0,0,0,3702
28-04-2020,Goa,15.2993,74.124,7,0,7,0,0,0,3702
29-04-2020,Goa,15.2993,74.124,7,0,7,0,0,0,3702
30-04-2020,Goa,15.2993,74.124,7,0,7,0,0,0,3702
01-05-2020,Goa,15.2993,74.124,7,0,7,0,0,0,3702
02-05-2020,Goa,15.2993,74.124,7,0,7,0,0,0,3702
03-05-2020,Goa,15.2993,74.124,7,0,7,0,0,0,3702
04-05-2020,Goa,15.2993,74.124,7,0,7,0,0,0,3702
05-05-2020,Goa,15.2993,74.124,7,0,7,0,0,0,3702
06-05-2020,Goa,15.2993,74.124,7,0,7,0,0,0,3702
07-05-2020,Goa,15.2993,74.124,7,0,7,0,0,0,3702
08-05-2020,Goa,15.2993,74.124,7,0,7,0,0,0,3702
09-05-2020,Goa,15.2993,74.124,7,0,7,0,0,0,3702
10-05-2020,Goa,15.2993,74.124,7,0,7,0,0,0,3702
11-05-2020,Goa,15.2993,74.124,7,0,7,0,0,0,3702
12-05-2020,Goa,15.2993,74.124,7,0,7,0,0,0,3702
13-05-2020,Goa,15.2993,74.124,7,0,7,0,0,0,3702
14-05-2020,Goa,15.2993,74.124,7,0,7,0,0,0,3702
15-05-2020,Goa,15.2993,74.124,14,0,7,7,0,0,3702
16-05-2020,Goa,15.2993,74.124,15,0,7,1,0,0,3702
17-05-2020,Goa,15.2993,74.124,17,0,7,2,0,0,3702
18-05-2020,Goa,15.2993,74.124,29,0,7,12,0,0,3702
19-05-2020,Goa,15.2993,74.124,38,0,7,9,0,0,3702
20-05-2020,Goa,15.2993,74.124,46,0,7,8,0,0,3702
21-05-2020,Goa,15.2993,74.124,50,0,7,4,0,0,3702
22-05-2020,Goa,15.2993,74.124,52,0,7,2,0,0,3702
23-05-2020,Goa,15.2993,74.124,54,0,16,2,0,9,3702
24-05-2020,Goa,15.2993,74.124,55,0,16,1,0,0,3702
25-05-2020,Goa,15.2993,74.124,66,0,19,11,0,3,3702
26-05-2020,Goa,15.2993,74.124,67,0,19,1,0,0,3702
27-05-2020,Goa,15.2993,74.124,67,0,28,0,0,9,3702
28-05-2020,Goa,15.2993,74.124,68,0,37,1,0,9,3702
29-05-2020,Goa,15.2993,74.124,69,0,38,1,0,1,3702
30-05-2020,Goa,15.2993,74.124,69,0,41,0,0,3,3702
31-05-2020,Goa,15.2993,74.124,70,0,41,1,0,0,3702
01-06-2020,Goa,15.2993,74.124,70,0,42,0,0,1,3702
02-06-2020,Goa,15.2993,74.124,71,0,42,1,0,0,3702
03-06-2020,Goa,15.2993,74.124,79,0,57,8,0,15,3702
04-06-2020,Goa,15.2993,74.124,79,0,57,0,0,0,3702
05-06-2020,Goa,15.2993,74.124,166,0,57,87,0,0,3702
06-06-2020,Goa,15.2993,74.124,196,0,65,30,0,8,3702
07-06-2020,Goa,15.2993,74.124,267,0,65,71,0,0,3702
08-06-2020,Goa,15.2993,74.124,300,0,65,33,0,0,3702
09-06-2020,Goa,15.2993,74.124,330,0,67,30,0,2,3702
10-06-2020,Goa,15.2993,74.124,359,0,67,29,0,0,3702
11-06-2020,Goa,15.2993,74.124,387,0,67,28,0,0,3702
12-06-2020,Goa,15.2993,74.124,417,0,67,30,0,0,3702
13-06-2020,Goa,15.2993,74.124,463,0,69,46,0,2,3702
14-06-2020,Goa,15.2993,74.124,523,0,70,60,0,1,3702
15-06-2020,Goa,15.2993,74.124,564,0,74,41,0,4,3702
16-06-2020,Goa,15.2993,74.124,592,0,85,28,0,11,3702
17-06-2020,Goa,15.2993,74.124,629,0,85,37,0,0,3702
18-06-2020,Goa,15.2993,74.124,656,0,96,27,0,11,3702
19-06-2020,Goa,15.2993,74.124,705,0,109,49,0,13,3702
20-06-2020,Goa,15.2993,74.124,725,0,118,20,0,9,3702
21-06-2020,Goa,15.2993,74.124,754,0,129,29,0,11,3702
22-06-2020,Goa,15.2993,74.124,754,0,129,0,0,0,3702
23-06-2020,Goa,15.2993,74.124,864,1,152,110,0,23,3702
24-06-2020,Goa,15.2993,74.124,909,1,205,45,0,53,3702
25-06-2020,Goa,15.2993,74.124,951,2,289,42,0,84,3702
27-06-2020,Goa,15.2993,74.124,1039,2,370,88,0,81,3702
28-06-2020,Goa,15.2993,74.124,1128,2,420,89,0,50,3702
29-06-2020,Goa,15.2993,74.124,1198,3,478,70,0,58,3702
30-06-2020,Goa,15.2993,74.124,1198,3,478,0,0,0,3702
02-07-2020,Goa,15.2993,74.124,1387,4,670,189,0,192,3702
03-07-2020,Goa,15.2993,74.124,1482,4,734,95,0,64,3702
05-07-2020,Goa,15.2993,74.124,1684,6,825,202,0,91,3702
07-07-2020,Goa,15.2993,74.124,1813,7,1061,129,0,236,3702
08-07-2020,Goa,15.2993,74.124,1903,8,1156,90,0,95,3702
09-07-2020,Goa,15.2993,74.124,2039,8,1207,136,0,51,3702
10-07-2020,Goa,15.2993,74.124,2151,9,1273,112,0,66,3702
11-07-2020,Goa,15.2993,74.124,2251,9,1347,100,0,74,3702
12-07-2020,Goa,15.2993,74.124,2368,12,1428,117,0,81,3702
13-07-2020,Goa,15.2993,74.124,2453,14,1487,85,0,59,3702
14-07-2020,Goa,15.2993,74.124,2583,17,1540,130,0,53,3702
15-07-2020,Goa,15.2993,74.124,2753,18,1607,170,0,67,3702
16-07-2020,Goa,15.2993,74.124,2951,18,1674,198,0,67,3702
17-07-2020,Goa,15.2993,74.124,2951,18,1674,0,0,0,3702
18-07-2020,Goa,15.2993,74.124,3304,21,1946,353,0,272,3702
19-07-2020,Goa,15.2993,74.124,3484,21,2038,180,0,92,3702
20-07-2020,Goa,15.2993,74.124,3657,22,2218,173,0,180,3702
21-07-2020,Goa,15.2993,74.124,3853,23,2361,196,0,143,3702
22-07-2020,Goa,15.2993,74.124,4027,26,2449,174,0,88,3702
23-07-2020,Goa,15.2993,74.124,4176,28,2541,149,0,92,3702
24-07-2020,Goa,15.2993,74.124,4350,29,2655,174,0,114,3702
25-07-2020,Goa,15.2993,74.124,4540,29,2865,190,0,210,3702
26-07-2020,Goa,15.2993,74.124,4686,33,3047,146,0,182,3702
27-07-2020,Goa,15.2993,74.124,4861,35,3277,175,0,230,3702
28-07-2020,Goa,15.2993,74.124,5119,36,3410,258,0,133,3702
29-07-2020,Goa,15.2993,74.124,5287,36,3595,168,0,185,3702
30-07-2020,Goa,15.2993,74.124,5489,39,3784,202,0,189,3702
31-07-2020,Goa,15.2993,74.124,5704,42,4005,215,0,221,3702
01-08-2020,Goa,15.2993,74.124,5913,45,4211,209,0,206,3702
02-08-2020,Goa,15.2993,74.124,6193,48,4438,280,0,227,3702
03-08-2020,Goa,15.2993,74.124,6530,53,4668,337,0,230,3702
04-08-2020,Goa,15.2993,74.124,6816,56,4876,286,0,208,3702
05-08-2020,Goa,15.2993,74.124,7075,60,5114,259,0,238,3702
06-08-2020,Goa,15.2993,74.124,7423,64,5287,348,0,173,3702
20-03-2020,Gujarat,22.2587,71.1924,2,0,0,0,0,0,196024
21-03-2020,Gujarat,22.2587,71.1924,7,0,0,5,0,0,196024
22-03-2020,Gujarat,22.2587,71.1924,18,1,0,11,0,0,196024
23-03-2020,Gujarat,22.2587,71.1924,29,1,0,11,0,0,196024
24-03-2020,Gujarat,22.2587,71.1924,33,1,0,4,0,0,196024
25-03-2020,Gujarat,22.2587,71.1924,38,1,0,5,0,0,196024
26-03-2020,Gujarat,22.2587,71.1924,43,3,0,5,0,0,196024
27-03-2020,Gujarat,22.2587,71.1924,43,3,0,0,0,0,196024
28-03-2020,Gujarat,22.2587,71.1924,45,3,0,2,0,0,196024
29-03-2020,Gujarat,22.2587,71.1924,53,4,0,8,0,0,196024
30-03-2020,Gujarat,22.2587,71.1924,58,5,1,5,0,1,196024
31-03-2020,Gujarat,22.2587,71.1924,73,6,3,15,0,2,196024
01-04-2020,Gujarat,22.2587,71.1924,82,6,5,9,0,2,196024
02-04-2020,Gujarat,22.2587,71.1924,82,6,5,0,0,0,196024
03-04-2020,Gujarat,22.2587,71.1924,87,7,8,5,0,3,196024
04-04-2020,Gujarat,22.2587,71.1924,95,9,10,8,0,2,196024
05-04-2020,Gujarat,22.2587,71.1924,105,10,14,10,0,4,196024
06-04-2020,Gujarat,22.2587,71.1924,122,11,18,17,0,4,196024
07-04-2020,Gujarat,22.2587,71.1924,144,12,22,22,0,4,196024
08-04-2020,Gujarat,22.2587,71.1924,165,13,25,21,0,3,196024
09-04-2020,Gujarat,22.2587,71.1924,179,16,25,14,0,0,196024
10-04-2020,Gujarat,22.2587,71.1924,241,17,26,62,0,1,196024
11-04-2020,Gujarat,22.2587,71.1924,308,19,31,67,0,5,196024
12-04-2020,Gujarat,22.2587,71.1924,432,22,44,124,0,13,196024
13-04-2020,Gujarat,22.2587,71.1924,516,25,44,84,0,0,196024
14-04-2020,Gujarat,22.2587,71.1924,617,26,55,101,0,11,196024
15-04-2020,Gujarat,22.2587,71.1924,650,28,59,33,0,4,196024
16-04-2020,Gujarat,22.2587,71.1924,766,33,64,116,0,5,196024
17-04-2020,Gujarat,22.2587,71.1924,1021,38,74,255,0,10,196024
18-04-2020,Gujarat,22.2587,71.1924,1099,41,86,78,0,12,196024
19-04-2020,Gujarat,22.2587,71.1924,1376,53,93,277,0,7,196024
20-04-2020,Gujarat,22.2587,71.1924,1743,63,105,367,0,12,196024
21-04-2020,Gujarat,22.2587,71.1924,1939,71,131,196,0,26,196024
22-04-2020,Gujarat,22.2587,71.1924,2178,90,139,239,0,8,196024
23-04-2020,Gujarat,22.2587,71.1924,2407,103,179,229,0,40,196024
24-04-2020,Gujarat,22.2587,71.1924,2624,112,258,217,0,79,196024
25-04-2020,Gujarat,22.2587,71.1924,2815,127,265,191,0,7,196024
26-04-2020,Gujarat,22.2587,71.1924,3071,133,282,256,0,17,196024
27-04-2020,Gujarat,22.2587,71.1924,3301,151,313,230,0,31,196024
28-04-2020,Gujarat,22.2587,71.1924,3548,162,394,247,0,81,196024
29-04-2020,Gujarat,22.2587,71.1924,3744,181,434,196,0,40,196024
30-04-2020,Gujarat,22.2587,71.1924,4082,197,527,338,0,93,196024
01-05-2020,Gujarat,22.2587,71.1924,4395,214,613,313,0,86,196024
02-05-2020,Gujarat,22.2587,71.1924,4721,236,735,326,0,122,196024
03-05-2020,Gujarat,22.2587,71.1924,5054,262,896,333,0,161,196024
04-05-2020,Gujarat,22.2587,71.1924,5428,290,1042,374,0,146,196024
05-05-2020,Gujarat,22.2587,71.1924,5804,319,1195,376,0,153,196024
06-05-2020,Gujarat,22.2587,71.1924,6245,368,1381,441,0,186,196024
07-05-2020,Gujarat,22.2587,71.1924,6625,396,1500,380,0,119,196024
08-05-2020,Gujarat,22.2587,71.1924,7012,425,1709,387,0,209,196024
09-05-2020,Gujarat,22.2587,71.1924,7402,449,1872,390,0,163,196024
10-05-2020,Gujarat,22.2587,71.1924,7796,472,2091,394,0,219,196024
11-05-2020,Gujarat,22.2587,71.1924,8194,493,2545,398,0,454,196024
12-05-2020,Gujarat,22.2587,71.1924,8541,513,2780,347,0,235,196024
13-05-2020,Gujarat,22.2587,71.1924,8903,537,3246,362,0,466,196024
14-05-2020,Gujarat,22.2587,71.1924,9267,566,3562,364,0,316,196024
15-05-2020,Gujarat,22.2587,71.1924,9591,586,3753,324,0,191,196024
16-05-2020,Gujarat,22.2587,71.1924,9931,606,4035,340,0,282,196024
17-05-2020,Gujarat,22.2587,71.1924,10988,625,4308,1057,0,273,196024
18-05-2020,Gujarat,22.2587,71.1924,11379,659,4499,391,0,191,196024
19-05-2020,Gujarat,22.2587,71.1924,11745,694,4804,366,0,305,196024
20-05-2020,Gujarat,22.2587,71.1924,12140,719,5043,395,0,239,196024
21-05-2020,Gujarat,22.2587,71.1924,12537,749,5219,397,0,176,196024
22-05-2020,Gujarat,22.2587,71.1924,12905,773,5488,368,0,269,196024
23-05-2020,Gujarat,22.2587,71.1924,13268,802,5880,363,0,392,196024
24-05-2020,Gujarat,22.2587,71.1924,13664,829,6169,396,0,289,196024
25-05-2020,Gujarat,22.2587,71.1924,14056,858,6412,392,0,243,196024
26-05-2020,Gujarat,22.2587,71.1924,14460,888,6636,404,0,224,196024
27-05-2020,Gujarat,22.2587,71.1924,14821,915,7139,361,0,503,196024
28-05-2020,Gujarat,22.2587,71.1924,15195,938,7549,374,0,410,196024
29-05-2020,Gujarat,22.2587,71.1924,15562,960,8003,367,0,454,196024
30-05-2020,Gujarat,22.2587,71.1924,15934,980,8611,372,0,608,196024
31-05-2020,Gujarat,22.2587,71.1924,16343,1007,9230,409,0,619,196024
01-06-2020,Gujarat,22.2587,71.1924,16779,1038,9919,436,0,689,196024
02-06-2020,Gujarat,22.2587,71.1924,17200,1063,10780,421,0,861,196024
03-06-2020,Gujarat,22.2587,71.1924,17617,1092,11894,417,0,1114,196024
04-06-2020,Gujarat,22.2587,71.1924,18100,1122,12212,483,0,318,196024
05-06-2020,Gujarat,22.2587,71.1924,18584,1155,12667,484,0,455,196024
06-06-2020,Gujarat,22.2587,71.1924,19094,1190,13003,510,0,336,196024
07-06-2020,Gujarat,22.2587,71.1924,19592,1219,13316,498,0,313,196024
08-06-2020,Gujarat,22.2587,71.1924,20070,1249,13635,478,0,319,196024
09-06-2020,Gujarat,22.2587,71.1924,20545,1280,13956,475,0,321,196024
10-06-2020,Gujarat,22.2587,71.1924,21014,1313,14365,469,0,409,196024
11-06-2020,Gujarat,22.2587,71.1924,21521,1347,14735,507,0,370,196024
12-06-2020,Gujarat,22.2587,71.1924,22032,1385,15101,511,0,366,196024
13-06-2020,Gujarat,22.2587,71.1924,22527,1415,15493,495,0,392,196024
14-06-2020,Gujarat,22.2587,71.1924,23038,1448,15883,511,0,390,196024
15-06-2020,Gujarat,22.2587,71.1924,23544,1477,16325,506,0,442,196024
16-06-2020,Gujarat,22.2587,71.1924,24055,1505,16664,511,0,339,196024
17-06-2020,Gujarat,22.2587,71.1924,24577,1533,17082,522,0,418,196024
18-06-2020,Gujarat,22.2587,71.1924,25093,1560,17430,516,0,348,196024
19-06-2020,Gujarat,22.2587,71.1924,25601,1591,17819,508,0,389,196024
20-06-2020,Gujarat,22.2587,71.1924,26141,1618,18159,540,0,340,196024
21-06-2020,Gujarat,22.2587,71.1924,26680,1638,18694,539,0,535,196024
22-06-2020,Gujarat,22.2587,71.1924,27260,1663,19349,580,0,655,196024
23-06-2020,Gujarat,22.2587,71.1924,27825,1684,19909,565,0,560,196024
24-06-2020,Gujarat,22.2587,71.1924,28371,1710,20513,546,0,604,196024
25-06-2020,Gujarat,22.2587,71.1924,28943,1735,21088,572,0,575,196024
27-06-2020,Gujarat,22.2587,71.1924,30095,1771,22030,1152,0,942,196024
28-06-2020,Gujarat,22.2587,71.1924,30709,1789,22409,614,0,379,196024
29-06-2020,Gujarat,22.2587,71.1924,31320,1808,22800,611,0,391,196024
30-06-2020,Gujarat,22.2587,71.1924,31938,1827,23240,618,0,440,196024
02-07-2020,Gujarat,22.2587,71.1924,33232,1867,24030,1294,0,790,196024
03-07-2020,Gujarat,22.2587,71.1924,33913,1886,24593,681,0,563,196024
05-07-2020,Gujarat,22.2587,71.1924,35312,1925,25406,1399,0,813,196024
07-07-2020,Gujarat,22.2587,71.1924,36772,1960,26315,1460,0,909,196024
08-07-2020,Gujarat,22.2587,71.1924,37550,1977,26720,778,0,405,196024
09-07-2020,Gujarat,22.2587,71.1924,38333,1993,27289,783,0,569,196024
10-07-2020,Gujarat,22.2587,71.1924,39194,2008,27718,861,0,429,196024
11-07-2020,Gujarat,22.2587,71.1924,40069,2022,28147,875,0,429,196024
12-07-2020,Gujarat,22.2587,71.1924,40941,2032,28649,872,0,502,196024
13-07-2020,Gujarat,22.2587,71.1924,41820,2045,29162,879,0,513,196024
14-07-2020,Gujarat,22.2587,71.1924,42722,2055,29770,902,0,608,196024
15-07-2020,Gujarat,22.2587,71.1924,43637,2069,30503,915,0,733,196024
16-07-2020,Gujarat,22.2587,71.1924,44552,2079,31286,915,0,783,196024
17-07-2020,Gujarat,22.2587,71.1924,44552,2079,31286,0,0,0,196024
18-07-2020,Gujarat,22.2587,71.1924,46430,2106,32973,1878,0,1687,196024
19-07-2020,Gujarat,22.2587,71.1924,47390,2122,34035,960,0,1062,196024
20-07-2020,Gujarat,22.2587,71.1924,48355,2142,34901,965,0,866,196024
21-07-2020,Gujarat,22.2587,71.1924,49353,2162,35678,998,0,777,196024
22-07-2020,Gujarat,22.2587,71.1924,50379,2196,36423,1026,0,745,196024
23-07-2020,Gujarat,22.2587,71.1924,51399,2224,37260,1020,0,837,196024
24-07-2020,Gujarat,22.2587,71.1924,52477,2252,37978,1078,0,718,196024
25-07-2020,Gujarat,22.2587,71.1924,53545,2278,38849,1068,0,871,196024
26-07-2020,Gujarat,22.2587,71.1924,54626,2300,39631,1081,0,782,196024
27-07-2020,Gujarat,22.2587,71.1924,55822,2326,40365,1196,0,734,196024
28-07-2020,Gujarat,22.2587,71.1924,56874,2348,41380,1052,0,1015,196024
29-07-2020,Gujarat,22.2587,71.1924,57982,2372,42412,1108,0,1032,196024
30-07-2020,Gujarat,22.2587,71.1924,59126,2396,43195,1144,0,783,196024
31-07-2020,Gujarat,22.2587,71.1924,60285,2418,44074,1159,0,879,196024
01-08-2020,Gujarat,22.2587,71.1924,61438,2441,44907,1153,0,833,196024
02-08-2020,Gujarat,22.2587,71.1924,62463,2464,45699,1025,0,792,196024
